# timestamp x y z qx qy qz qw
1757512295.739100218 634439.684963 4188554.394673 779.893842 -0.006379 0.017993 0.284315 0.958541
1757512295.752206326 634439.684981 4188554.394757 779.893884 -0.006366 0.017985 0.284311 0.958542
1757512295.771381140 634439.685001 4188554.394850 779.893919 -0.006383 0.017993 0.284321 0.958539
1757512295.793137074 634439.685034 4188554.394943 779.893960 -0.006372 0.017978 0.284325 0.958538
1757512295.811321735 634439.685073 4188554.395032 779.893999 -0.006390 0.017998 0.284330 0.958536
1757512295.837551117 634439.685105 4188554.395111 779.894044 -0.006372 0.017982 0.284323 0.958539
1757512295.852305174 634439.685144 4188554.395195 779.894076 -0.006379 0.018001 0.284315 0.958541
1757512295.872469664 634439.685180 4188554.395279 779.894111 -0.006379 0.017992 0.284315 0.958541
1757512295.892210245 634439.685220 4188554.395360 779.894141 -0.006372 0.017997 0.284312 0.958542
1757512295.912087917 634439.685240 4188554.395431 779.894171 -0.006369 0.017997 0.284322 0.958539
1757512295.933556795 634439.685274 4188554.395508 779.894209 -0.006370 0.017991 0.284323 0.958539
1757512295.951529026 634439.685309 4188554.395583 779.894248 -0.006379 0.017999 0.284328 0.958537
1757512295.972149134 634439.685347 4188554.395640 779.894289 -0.006369 0.018001 0.284321 0.958539
1757512295.992158413 634439.685373 4188554.395704 779.894327 -0.006361 0.018002 0.284317 0.958540
1757512296.012393236 634439.685398 4188554.395766 779.894366 -0.006362 0.017998 0.284321 0.958539
1757512296.037310123 634439.685419 4188554.395838 779.894387 -0.006359 0.017993 0.284324 0.958538
1757512296.052069426 634439.685430 4188554.395897 779.894414 -0.006355 0.017998 0.284332 0.958536
1757512296.072618008 634439.685435 4188554.395976 779.894439 -0.006357 0.017983 0.284333 0.958536
